gene,rf_gini,xgb_gain,xgb_cover,xgb_weight,xgb_mean,final_score
PTGES3,0.006858404988318296,0.0,0.0,0.0,0.0,0.003429202494159148
TPI1,0.006826318503263866,0.0,0.0,0.0,0.0,0.003413159251631933
UFC1,0.006813461255239728,0.0,0.0,0.0,0.0,0.003406730627619864
HMGB1,0.00680897071183482,0.0,0.0,0.0,0.0,0.00340448535591741
MT-ND4,0.006691231335496379,0.0,0.0,0.0,0.0,0.0033456156677481893
PGRMC2,0.0065165290337760706,0.0,0.0,0.0,0.0,0.0032582645168880353
PABPC1,0.00650618280937398,0.0,0.0,0.0,0.0,0.00325309140468699
CALM1,0.006476665469747566,0.0,0.0,0.0,0.0,0.003238332734873783
UBE2D3,0.006384125360143573,0.0,0.0,0.0,0.0,0.0031920626800717865
ANXA1,0.006275007927540944,0.0,0.0,0.0,0.0,0.003137503963770472
C19orf43,0.0062085308182627365,0.0,0.0,0.0,0.0,0.0031042654091313683
SMDT1,0.0028550827346139475,0.0004684826851220976,0.004088431922082944,0.0011160714285714272,0.0032928543690771955,0.0030739685518455717
HINT1,0.005928083975630681,0.0,0.0,0.0,0.0,0.0029640419878153405
HNRNPK,0.005885826875104691,0.0,0.0,0.0,0.0,0.0029429134375523456
WDR83OS,0.005878620758505299,0.0,0.0,0.0,0.0,0.0029393103792526494
TMA7,0.005866899977529637,0.0,0.0,0.0,0.0,0.0029334499887648186
GIMAP4,0.005849389077740893,0.0,0.0,0.0,0.0,0.0029246945388704463
SAP18,0.005776080128083504,0.0,0.0,0.0,0.0,0.002888040064041752
CD48,0.005775329657160241,0.0,0.0,0.0,0.0,0.0028876648285801206
MRS2,0.005755041028286258,0.0,0.0,0.0,0.0,0.002877520514143129
TBCA,0.00574778309245848,0.0,0.0,0.0,0.0,0.00287389154622924
ARPC1B,0.005745016286902381,0.0,0.0,0.0,0.0,0.0028725081434511903
IFITM2,0.005707878310285978,0.0,0.0,0.0,0.0,0.002853939155142989
ARPC3,0.005647297594796441,0.0,0.0,0.0,0.0,0.0028236487973982206
FCRL6,0.0056264057508640065,0.0,0.0,0.0,0.0,0.0028132028754320033
OST4,0.005583067407983004,0.0,0.0,0.0,0.0,0.002791533703991502
ALDOA,0.005577566820501218,0.0,0.0,0.0,0.0,0.002788783410250609
FXYD5,0.005485142107228842,0.0,0.0,0.0,0.0,0.002742571053614421
NDUFA4,0.005453242036132455,0.0,0.0,0.0,0.0,0.0027266210180662276
NDUFA11,0.005438852181643845,0.0,0.0,0.0,0.0,0.0027194260908219225
ADAP2,0.005435677191216849,0.0,0.0,0.0,0.0,0.0027178385956084243
S100A10,0.0054082077354919295,0.0,0.0,0.0,0.0,0.0027041038677459647
LIMD2,0.005399350933558316,0.0,0.0,0.0,0.0,0.002699675466779158
POLD4,0.005380824159035504,0.0,0.0,0.0,0.0,0.002690412079517752
BRK1,0.005380359485815685,0.0,0.0,0.0,0.0,0.0026901797429078425
CIB1,0.005374376465201287,0.0,0.0,0.0,0.0,0.0026871882326006437
HSPA8,0.005362765998225387,0.0,0.0,0.0,0.0,0.0026813829991126936
C10orf54,0.005349339265671274,0.0,0.0,0.0,0.0,0.002674669632835637
GIMAP7,0.0053362136148411374,0.0,0.0,0.0,0.0,0.0026681068074205687
SRSF3,0.005254184336719879,0.0,0.0,0.0,0.0,0.0026270921683599394
ZFP36,0.0052343360617216235,0.0,0.0,0.0,0.0,0.0026171680308608117
PRR13,0.005220745933037603,0.0,0.0,0.0,0.0,0.0026103729665188013
RAN,0.005196929674743578,0.0,0.0,0.0,0.0,0.002598464837371789
ARL6IP4,0.005170608900374347,0.0,0.0,0.0,0.0,0.0025853044501871736
SUMO2,0.005108396934337124,0.0,0.0,0.0,0.0,0.002554198467168562
EIF3F,0.005093188270247717,0.0,0.0,0.0,0.0,0.0025465941351238584
GPX4,0.0050021063043760635,0.0,0.0,0.0,0.0,0.0025010531521880318
CD44,0.004996165270217645,0.0,0.0,0.0,0.0,0.0024980826351088223
LDHA,0.004965022022863044,0.0,0.0,0.0,0.0,0.002482511011431522
HSP90AA1,0.004948686493636919,0.0,0.0,0.0,0.0,0.0024743432468184597
FGFR1OP2,0.0049403794467390415,0.0,0.0,0.0,0.0,0.0024701897233695208
CALM2,0.004880275942028336,0.0,0.0,0.0,0.0,0.002440137971014168
CD99,0.004835932688629556,0.0,0.0,0.0,0.0,0.002417966344314778
UQCRH,0.004802642076013938,0.0,0.0,0.0,0.0,0.002401321038006969
ID2,0.004784961245974574,0.0,0.0,0.0,0.0,0.002392480622987287
EMP3,0.004767076536667009,0.0,0.0,0.0,0.0,0.0023835382683335044
CST3,0.004734259792270078,0.0,0.0,0.0,0.0,0.002367129896135039
CCND3,0.0047312906825554245,0.0,0.0,0.0,0.0,0.0023656453412777122
UXT,0.004718936280698089,0.0,0.0,0.0,0.0,0.0023594681403490444
FKBP1A,0.0047000211972525715,0.0,0.0,0.0,0.0,0.0023500105986262857
SEC61B,0.004682740983989563,0.0,0.0,0.0,0.0,0.0023413704919947815
HLA-DRB1,0.00465880072221187,0.0,0.0,0.0,0.0,0.002329400361105935
KLF2,0.00463232847065527,0.0,0.0,0.0,0.0,0.002316164235327635
LGALS3,0.004623593787105078,0.0,0.0,0.0,0.0,0.002311796893552539
USP20,0.004613061178118446,0.0,0.0,0.0,0.0,0.002306530589059223
UBE2D2,0.0045676478120350705,0.0,0.0,0.0,0.0,0.0022838239060175352
NDUFB7,0.004567586475570524,0.0,0.0,0.0,0.0,0.002283793237785262
EIF3D,0.004563504614667253,0.0,0.0,0.0,0.0,0.0022817523073336266
TMBIM6,0.004553554310838159,0.0,0.0,0.0,0.0,0.0022767771554190793
XRCC6,0.004540092177980279,0.0,0.0,0.0,0.0,0.0022700460889901394
PCBP2,0.004531673139631031,0.0,0.0,0.0,0.0,0.0022658365698155153
CD3E,0.004520211692147314,0.0,0.0,0.0,0.0,0.002260105846073657
CMTM7,0.004506928485049731,0.0,0.0,0.0,0.0,0.0022534642425248654
EEF1G,0.0045067535197412505,0.0,0.0,0.0,0.0,0.0022533767598706253
HMGN1,0.004469092819332373,0.0,0.0,0.0,0.0,0.0022345464096661864
GABARAP,0.00446753033111797,0.0,0.0,0.0,0.0,0.002233765165558985
SON,0.004462110094299212,0.0,0.0,0.0,0.0,0.002231055047149606
COX6C,0.004422743992805504,0.0,0.0,0.0,0.0,0.002211371996402752
CYCS,0.004416291085324881,0.0,0.0,0.0,0.0,0.0022081455426624405
SPCS1,0.004415347810697281,0.0,0.0,0.0,0.0,0.0022076739053486405
DRAP1,0.004402948298566897,0.0,0.0,0.0,0.0,0.0022014741492834486
SRSF2,0.0043987330273682354,0.0,0.0,0.0,0.0,0.0021993665136841177
PPIB,0.00437788891791656,0.0,0.0,0.0,0.0,0.00218894445895828
CYTIP,0.004371162417520854,0.0,0.0,0.0,0.0,0.002185581208760427
PYCARD,0.004363363209090339,0.0,0.0,0.0,0.0,0.0021816816045451696
C1QBP,0.004345727955277101,0.0,0.0,0.0,0.0,0.0021728639776385505
COX7A2,0.004334457005345976,0.0,0.0,0.0,0.0,0.002167228502672988
PGRMC1,0.004331876628643653,0.0,0.0,0.0,0.0,0.0021659383143218264
TPM3,0.004322953243576524,0.0,0.0,0.0,0.0,0.002161476621788262
GPX1,0.0043201825308171226,0.0,0.0,0.0,0.0,0.0021600912654085613
TYMP,0.004307375538854938,0.0,0.0,0.0,0.0,0.002153687769427469
DYNLRB1,0.004303741246674564,0.0,0.0,0.0,0.0,0.002151870623337282
CD53,0.004284665290226339,0.0,0.0,0.0,0.0,0.0021423326451131693
TAGLN2,0.004284263651673168,0.0,0.0,0.0,0.0,0.002142131825836584
RNASET2,0.0042828215214724226,0.0,0.0,0.0,0.0,0.0021414107607362113
FOSB,0.004280068730393607,0.0,0.0,0.0,0.0,0.0021400343651968036
C12orf57,0.004249206028524431,0.0,0.0,0.0,0.0,0.0021246030142622156
RHOG,0.004249158753513137,0.0,0.0,0.0,0.0,0.0021245793767565684
RABAC1,0.0042491323613853904,0.0,0.0,0.0,0.0,0.0021245661806926952
ARHGAP15,0.004222737806190905,0.0,0.0,0.0,0.0,0.0021113689030954523
ATP5D,0.004222493670680561,0.0,0.0,0.0,0.0,0.0021112468353402807
SEPT7,0.0042222980199004365,0.0,0.0,0.0,0.0,0.0021111490099502183
RAC1,0.004191057844891791,0.0,0.0,0.0,0.0,0.0020955289224458954
ANP32B,0.004178798168300246,0.0,0.0,0.0,0.0,0.002089399084150123
IL32,0.0041430218003990485,0.0,0.0,0.0,0.0,0.0020715109001995242
PSMB8,0.004117542314976551,0.0,0.0,0.0,0.0,0.0020587711574882755
PSMB3,0.004116976946584604,0.0,0.0,0.0,0.0,0.002058488473292302
ATP5O,0.004116343650618096,0.0,0.0,0.0,0.0,0.002058171825309048
PSMB10,0.004108448951970867,0.0,0.0,0.0,0.0,0.0020542244759854337
NDUFA13,0.004107579772661565,0.0,0.0,0.0,0.0,0.0020537898863307825
GNAS,0.004097087514867935,0.0,0.0,0.0,0.0,0.0020485437574339674
COX7A2L,0.004081644594712547,0.0,0.0,0.0,0.0,0.0020408222973562736
PYURF,0.0040791449411031085,0.0,0.0,0.0,0.0,0.0020395724705515542
ARIH2OS,0.0040675955506051424,0.0,0.0,0.0,0.0,0.0020337977753025712
TSPO,0.0040485151401986105,0.0,0.0,0.0,0.0,0.0020242575700993052
PSME2,0.004032145343241253,0.0,0.0,0.0,0.0,0.0020160726716206266
PRELID1,0.004024301328603562,0.0,0.0,0.0,0.0,0.002012150664301781
SBDS,0.004018770090341722,0.0,0.0,0.0,0.0,0.002009385045170861
UQCR10,0.0040136194072189985,0.0,0.0,0.0,0.0,0.0020068097036094992
MCL1,0.004012625445320198,0.0,0.0,0.0,0.0,0.002006312722660099
SRSF7,0.004002272692391238,0.0,0.0,0.0,0.0,0.002001136346195619
AMICA1,0.004001588765420922,0.0,0.0,0.0,0.0,0.002000794382710461
SP100,0.004001124207503457,0.0,0.0,0.0,0.0,0.0020005621037517286
ICAM3,0.0039995121333193115,0.0,0.0,0.0,0.0,0.0019997560666596558
HLA-DRB5,0.003998522164220043,0.0,0.0,0.0,0.0,0.0019992610821100215
SERBP1,0.003994500374035595,0.0,0.0,0.0,0.0,0.0019972501870177974
HNRNPF,0.003991636803965722,0.0,0.0,0.0,0.0,0.001995818401982861
CRIP1,0.003989215836482318,0.0,0.0,0.0,0.0,0.001994607918241159
PLAC8,0.003981477594087749,0.0,0.0,0.0,0.0,0.0019907387970438746
ARPC5,0.003966396911030524,0.0,0.0,0.0,0.0,0.001983198455515262
BUB3,0.00396445504306478,0.0,0.0,0.0,0.0,0.00198222752153239
TRA2B,0.003957031043919758,0.0,0.0,0.0,0.0,0.001978515521959879
LMAN2,0.00394958226618846,0.0,0.0,0.0,0.0,0.00197479113309423
BUD31,0.003924326990854584,0.0,0.0,0.0,0.0,0.001962163495427292
TBCB,0.0039124977799337044,0.0,0.0,0.0,0.0,0.0019562488899668522
HNRNPA3,0.003911719577475407,0.0,0.0,0.0,0.0,0.0019558597887377035
CD7,0.0039116558799162735,0.0,0.0,0.0,0.0,0.0019558279399581368
IDS,0.003890389995795263,0.0,0.0,0.0,0.0,0.0019451949978976314
CCL3,0.0038847367933670957,0.0,0.0,0.0,0.0,0.0019423683966835479
MZT2B,0.003872129775039679,0.0,0.0,0.0,0.0,0.0019360648875198394
IL2RG,0.003869353434696179,0.0,0.0,0.0,0.0,0.0019346767173480895
CCDC109B,0.003863584292087887,0.0,0.0,0.0,0.0,0.0019317921460439435
CNN2,0.0038620069320836063,0.0,0.0,0.0,0.0,0.0019310034660418032
NFKBIA,0.0038538951382916663,0.0,0.0,0.0,0.0,0.0019269475691458331
RAP1B,0.0038491300165882426,0.0,0.0,0.0,0.0,0.0019245650082941213
CSDE1,0.0038381844112224204,0.0,0.0,0.0,0.0,0.0019190922056112102
BLOC1S1,0.003835295201643361,0.0,0.0,0.0,0.0,0.0019176476008216806
ATP1A1,0.0038320027797238173,0.0,0.0,0.0,0.0,0.0019160013898619087
EVL,0.0038284511245021474,0.0,0.0,0.0,0.0,0.0019142255622510737
NCOR1,0.0038166174025495376,0.0,0.0,0.0,0.0,0.0019083087012747688
BCAP31,0.0038126036212367954,0.0,0.0,0.0,0.0,0.0019063018106183977
ATP5EP2,0.0038063285383036576,0.0,0.0,0.0,0.0,0.0019031642691518288
AP2S1,0.00379540241675796,0.0,0.0,0.0,0.0,0.00189770120837898
CALM3,0.0037704556515778605,0.0,0.0,0.0,0.0,0.0018852278257889302
ACTR3,0.0037691347549874115,0.0,0.0,0.0,0.0,0.0018845673774937058
IL7R,0.0037611286196432164,0.0,0.0,0.0,0.0,0.0018805643098216082
FCER1G,0.0037552079856228,0.0,0.0,0.0,0.0,0.0018776039928114
POLR1D,0.003747200460678578,0.0,0.0,0.0,0.0,0.001873600230339289
FIS1,0.0037423536775281286,0.0,0.0,0.0,0.0,0.0018711768387640643
UBE2L6,0.0037411494052192913,0.0,0.0,0.0,0.0,0.0018705747026096457
TKT,0.0037387225450247388,0.0,0.0,0.0,0.0,0.0018693612725123694
UNC45A,0.0037296834422675205,0.0,0.0,0.0,0.0,0.0018648417211337602
EIF2S2,0.0037168360995274304,0.0,0.0,0.0,0.0,0.0018584180497637152
HCLS1,0.003713037733716347,0.0,0.0,0.0,0.0,0.0018565188668581735
IFI6,0.0036870508539090627,0.0,0.0,0.0,0.0,0.0018435254269545313
DAD1,0.0036845304335461062,0.0,0.0,0.0,0.0,0.0018422652167730531
TBC1D10C,0.0036838390779641277,0.0,0.0,0.0,0.0,0.0018419195389820639
NDUFB10,0.00368300593254397,0.0,0.0,0.0,0.0,0.001841502966271985
CHMP2A,0.003679392070473404,0.0,0.0,0.0,0.0,0.001839696035236702
ANXA2R,0.003665822500663261,0.0,0.0,0.0,0.0,0.0018329112503316304
PIN1,0.003661355990663219,0.0,0.0,0.0,0.0,0.0018306779953316094
CCT6A,0.0036590557581658955,0.0,0.0,0.0,0.0,0.0018295278790829478
IDH3G,0.0036559199666664566,0.0,0.0,0.0,0.0,0.0018279599833332283
CCDC12,0.0036559081443243366,0.0,0.0,0.0,0.0,0.0018279540721621683
ATP5G3,0.003646460358423913,0.0,0.0,0.0,0.0,0.0018232301792119566
GLRX,0.003642620450277187,0.0,0.0,0.0,0.0,0.0018213102251385936
PSMB7,0.003627719011922979,0.0,0.0,0.0,0.0,0.0018138595059614894
ATP6V1F,0.0036276833675054107,0.0,0.0,0.0,0.0,0.0018138416837527053
LST1,0.0036275455229720236,0.0,0.0,0.0,0.0,0.0018137727614860118
C9orf78,0.003605531574463131,0.0,0.0,0.0,0.0,0.0018027657872315655
POLR3GL,0.003586067170926155,0.0,0.0,0.0,0.0,0.0017930335854630774
CD2,0.0035810380898388073,0.0,0.0,0.0,0.0,0.0017905190449194037
PSAP,0.0035788588519080947,0.0,0.0,0.0,0.0,0.0017894294259540474
TUBA4A,0.0035579798180360197,0.0,0.0,0.0,0.0,0.0017789899090180099
PSMA1,0.003547703191901328,0.0,0.0,0.0,0.0,0.001773851595950664
UQCRC2,0.0035368301273607915,0.0,0.0,0.0,0.0,0.0017684150636803958
THUMPD3,0.0035199835240230033,0.0,0.0,0.0,0.0,0.0017599917620115017
STK17A,0.00351819124768211,0.0,0.0,0.0,0.0,0.001759095623841055
ATP5J,0.0035133175652599822,0.0,0.0,0.0,0.0,0.0017566587826299911
KRTCAP2,0.0035115013734776943,0.0,0.0,0.0,0.0,0.0017557506867388471
RBM39,0.003511005403953752,0.0,0.0,0.0,0.0,0.001755502701976876
ERH,0.0035021023303789694,0.0,0.0,0.0,0.0,0.0017510511651894847
TRMT112,0.0034788442709247926,0.0,0.0,0.0,0.0,0.0017394221354623963
SNRPC,0.0034775169662485295,0.0,0.0,0.0,0.0,0.0017387584831242647
S100A8,0.003476160958173717,0.0,0.0,0.0,0.0,0.0017380804790868584
CD97,0.0034744775129728215,0.0,0.0,0.0,0.0,0.0017372387564864107
GABARAPL2,0.0034585793468911103,0.0,0.0,0.0,0.0,0.0017292896734455551
ZNF428,0.003456417370633289,0.0,0.0,0.0,0.0,0.0017282086853166445
UBE2I,0.0034548971944587227,0.0,0.0,0.0,0.0,0.0017274485972293614
LCK,0.003454143215851886,0.0,0.0,0.0,0.0,0.001727071607925943
LSP1,0.0034462648608386444,0.0,0.0,0.0,0.0,0.0017231324304193222
CD160,0.003445373467838892,0.0,0.0,0.0,0.0,0.001722686733919446
ERGIC3,0.00342930143593292,0.0,0.0,0.0,0.0,0.00171465071796646
TUBA1B,0.003418894317550596,0.0,0.0,0.0,0.0,0.001709447158775298
ENSA,0.0034045368925376238,0.0,0.0,0.0,0.0,0.0017022684462688119
TMEM59,0.003404429476215488,0.0,0.0,0.0,0.0,0.001702214738107744
PPP1R15A,0.003399429730636139,0.0,0.0,0.0,0.0,0.0016997148653180695
NDUFS8,0.003392130301597541,0.0,0.0,0.0,0.0,0.0016960651507987705
ACTR2,0.003389580018746893,0.0,0.0,0.0,0.0,0.0016947900093734465
RAP1A,0.003389025706172561,0.0,0.0,0.0,0.0,0.0016945128530862805
SYF2,0.0033871502358755285,0.0,0.0,0.0,0.0,0.0016935751179377643
VDAC2,0.0033869477057158343,0.0,0.0,0.0,0.0,0.0016934738528579171
CARD16,0.003383812575983218,0.0,0.0,0.0,0.0,0.001691906287991609
ILF2,0.00338171845744901,0.0,0.0,0.0,0.0,0.001690859228724505
OAS1,0.0033794860058132354,0.0,0.0,0.0,0.0,0.0016897430029066177
TAPSAR1,0.0033769011324656494,0.0,0.0,0.0,0.0,0.0016884505662328247
HLA-DMA,0.003370952993377263,0.0,0.0,0.0,0.0,0.0016854764966886314
CD247,0.0033695439843025175,0.0,0.0,0.0,0.0,0.0016847719921512588
SIVA1,0.003355902947619196,0.0,0.0,0.0,0.0,0.001677951473809598
NME6,0.0033502983117045908,0.0,0.0,0.0,0.0,0.0016751491558522954
ARL6IP1,0.003346317413596425,0.0,0.0,0.0,0.0,0.0016731587067982125
MIF,0.0033402335604253318,0.0,0.0,0.0,0.0,0.0016701167802126659
METAP2,0.003339335941774746,0.0,0.0,0.0,0.0,0.001669667970887373
BIN1,0.003334812703295254,0.0,0.0,0.0,0.0,0.001667406351647627
STK4,0.003332792139108827,0.0,0.0,0.0,0.0,0.0016663960695544136
BAZ1A,0.0033311456282079472,0.0,0.0,0.0,0.0,0.0016655728141039736
SERPINB1,0.0033292422740876858,0.0,0.0,0.0,0.0,0.0016646211370438429
C9orf16,0.003329031432456078,0.0,0.0,0.0,0.0,0.001664515716228039
SRSF11,0.0033276086622240682,0.0,0.0,0.0,0.0,0.0016638043311120341
RBM8A,0.0033239520949809886,0.0,0.0,0.0,0.0,0.0016619760474904943
ZFAS1,0.0033212950266772625,0.0,0.0,0.0,0.0,0.0016606475133386313
DYNLL1,0.003317238586833424,0.0,0.0,0.0,0.0,0.001658619293416712
PLP2,0.0033102023141370006,0.0,0.0,0.0,0.0,0.0016551011570685003
PPP2R5C,0.003308193985049712,0.0,0.0,0.0,0.0,0.001654096992524856
LGALS1,0.003304025091792982,0.0,0.0,0.0,0.0,0.001652012545896491
LEPROTL1,0.0033033249703691924,0.0,0.0,0.0,0.0,0.0016516624851845962
CD27,0.0033022336015077554,0.0,0.0,0.0,0.0,0.0016511168007538777
PRDX2,0.00330169689365424,0.0,0.0,0.0,0.0,0.00165084844682712
COX5A,0.003300520746850367,0.0,0.0,0.0,0.0,0.0016502603734251835
GADD45GIP1,0.00329862917824256,0.0,0.0,0.0,0.0,0.00164931458912128
ZNF467,0.003292155914653227,0.0,0.0,0.0,0.0,0.0016460779573266135
CD69,0.0032873675793818526,0.0,0.0,0.0,0.0,0.0016436837896909263
CD63,0.0032813067410508707,0.0,0.0,0.0,0.0,0.0016406533705254354
LCP1,0.003276667601496325,0.0,0.0,0.0,0.0,0.0016383338007481625
BANF1,0.003265185760170399,0.0,0.0,0.0,0.0,0.0016325928800851996
SDCBP,0.003262754657567753,0.0,0.0,0.0,0.0,0.0016313773287838765
ANAPC4,0.0032587804259077585,0.0,0.0,0.0,0.0,0.0016293902129538792
VPS29,0.00325217005450204,0.0,0.0,0.0,0.0,0.00162608502725102
KARS,0.003246986783900269,0.0,0.0,0.0,0.0,0.0016234933919501344
PSMB6,0.0032406652225044456,0.0,0.0,0.0,0.0,0.0016203326112522228
TMEM50A,0.003237465976584448,0.0,0.0,0.0,0.0,0.001618732988292224
SNRPB,0.0032133895300382105,0.0,0.0,0.0,0.0,0.0016066947650191052
TECR,0.0032064081854449767,0.0,0.0,0.0,0.0,0.0016032040927224883
TYROBP,0.003203418778132277,0.0,0.0,0.0,0.0,0.0016017093890661385
ANP32A,0.003192064387250062,0.0,0.0,0.0,0.0,0.001596032193625031
NDUFB9,0.0031915046591695665,0.0,0.0,0.0,0.0,0.0015957523295847833
EID1,0.0031869540871822524,0.0,0.0,0.0,0.0,0.0015934770435911262
RTFDC1,0.003186306087521532,0.0,0.0,0.0,0.0,0.001593153043760766
PPP1R2,0.003186296095527738,0.0,0.0,0.0,0.0,0.001593148047763869
HNRNPUL1,0.0031845993202195048,0.0,0.0,0.0,0.0,0.0015922996601097524
IGBP1,0.0031794766945631263,0.0,0.0,0.0,0.0,0.0015897383472815631
C7orf73,0.003177917642324288,0.0,0.0,0.0,0.0,0.001588958821162144
NDFIP1,0.00317685770449706,0.0,0.0,0.0,0.0,0.00158842885224853
CTSD,0.003172825571165238,0.0,0.0,0.0,0.0,0.001586412785582619
CCL5,0.00317137833454106,0.0,0.0,0.0,0.0,0.00158568916727053
SEPT9,0.0031654331822746746,0.0,0.0,0.0,0.0,0.0015827165911373373
DAZAP2,0.0031609737033050037,0.0,0.0,0.0,0.0,0.0015804868516525019
ANXA5,0.0031495435313111577,0.0,0.0,0.0,0.0,0.0015747717656555789
XBP1,0.0031483872979714794,0.0,0.0,0.0,0.0,0.0015741936489857397
RGS18,0.0031475490149171326,0.0,0.0,0.0,0.0,0.0015737745074585663
STRAP,0.0031442667289972967,0.0,0.0,0.0,0.0,0.0015721333644986484
FAIM3,0.003141549672223062,0.0,0.0,0.0,0.0,0.001570774836111531
CEBPB,0.003139863093593803,0.0,0.0,0.0,0.0,0.0015699315467969015
NDUFA1,0.003130279464069809,0.0,0.0,0.0,0.0,0.0015651397320349046
CYC1,0.0031287134775318973,0.0,0.0,0.0,0.0,0.0015643567387659486
TIMP1,0.0031191926703248874,0.0,0.0,0.0,0.0,0.0015595963351624437
SSBP1,0.003117555909971266,0.0,0.0,0.0,0.0,0.001558777954985633
LIMS1,0.003110854664279245,0.0,0.0,0.0,0.0,0.0015554273321396225
NUDC,0.003107406745468255,0.0,0.0,0.0,0.0,0.0015537033727341274
CEP68,0.003106236765465367,0.0,0.0,0.0,0.0,0.0015531183827326835
CNPY2,0.003105636434861795,0.0,0.0,0.0,0.0,0.0015528182174308976
NOP10,0.003099477912001059,0.0,0.0,0.0,0.0,0.0015497389560005295
DCXR,0.0030949541529794035,0.0,0.0,0.0,0.0,0.0015474770764897017
YWHAQ,0.0030844731613211052,0.0,0.0,0.0,0.0,0.0015422365806605526
SAAL1,0.0030841018633099627,0.0,0.0,0.0,0.0,0.0015420509316549813
BST2,0.003072643822847199,0.0,0.0,0.0,0.0,0.0015363219114235996
C19orf60,0.0030703879448113532,0.0,0.0,0.0,0.0,0.0015351939724056766
PPIG,0.0030668018733911056,0.0,0.0,0.0,0.0,0.0015334009366955528
NKG7,0.0030657931813635234,0.0,0.0,0.0,0.0,0.0015328965906817617
ARL5A,0.003065478292214545,0.0,0.0,0.0,0.0,0.0015327391461072725
C9orf142,0.003064665534466531,0.0,0.0,0.0,0.0,0.0015323327672332656
ARL4C,0.0030610607492713945,0.0,0.0,0.0,0.0,0.0015305303746356972
FLNA,0.0030600343508721916,0.0,0.0,0.0,0.0,0.0015300171754360958
CHMP1B,0.0030575728110029737,0.0,0.0,0.0,0.0,0.0015287864055014868
COX14,0.003057011388910631,0.0,0.0,0.0,0.0,0.0015285056944553154
UBXN4,0.003055957905726105,0.0,0.0,0.0,0.0,0.0015279789528630525
TMEM140,0.0030541491869031288,0.0,0.0,0.0,0.0,0.0015270745934515644
SNX3,0.003052949414161762,0.0,0.0,0.0,0.0,0.001526474707080881
SURF6,0.0030488455462535607,0.0,0.0,0.0,0.0,0.0015244227731267804
YPEL5,0.003045842695090439,0.0,0.0,0.0,0.0,0.0015229213475452196
GNLY,0.0030451688537065594,0.0,0.0,0.0,0.0,0.0015225844268532797
CD79A,0.0030433709584051006,0.0,0.0,0.0,0.0,0.0015216854792025503
APOBEC3G,0.003028345272861891,0.0,0.0,0.0,0.0,0.0015141726364309455
FYB,0.0030213255113184195,0.0,0.0,0.0,0.0,0.0015106627556592098
EPB41L4A-AS1,0.003014777365214537,0.0,0.0,0.0,0.0,0.0015073886826072686
ATP5B,0.003008892479819181,0.0,0.0,0.0,0.0,0.0015044462399095905
FOXP1,0.0030075861087516557,0.0,0.0,0.0,0.0,0.0015037930543758279
PSMD8,0.0030016797992859197,0.0,0.0,0.0,0.0,0.0015008398996429599
MDH1,0.002998126137882451,0.0,0.0,0.0,0.0,0.0014990630689412255
C1orf162,0.0029948606346132892,0.0,0.0,0.0,0.0,0.0014974303173066446
CAPN2,0.0029923690970934677,0.0,0.0,0.0,0.0,0.0014961845485467339
NCF1,0.0029762554808888684,0.0,0.0,0.0,0.0,0.0014881277404444342
POLR2G,0.0029759042303641684,0.0,0.0,0.0,0.0,0.0014879521151820842
LBH,0.0029723002581786657,0.0,0.0,0.0,0.0,0.0014861501290893329
COX5B,0.0029715413236872795,0.0,0.0,0.0,0.0,0.0014857706618436398
RNPS1,0.0029688749141625406,0.0,0.0,0.0,0.0,0.0014844374570812703
PPA1,0.0029653377603240058,0.0,0.0,0.0,0.0,0.0014826688801620029
WAS,0.0029575543618828703,0.0,0.0,0.0,0.0,0.0014787771809414351
VDAC3,0.0029565397312241765,0.0,0.0,0.0,0.0,0.0014782698656120882
PAIP2,0.0029558127191352253,0.0,0.0,0.0,0.0,0.0014779063595676126
H2AFY,0.0029553871584492406,0.0,0.0,0.0,0.0,0.0014776935792246203
BIN2,0.0029509421427555,0.0,0.0,0.0,0.0,0.00147547107137775
PEBP1,0.0029493790210823314,0.0,0.0,0.0,0.0,0.0014746895105411657
CCM2,0.0029483079064824102,0.0,0.0,0.0,0.0,0.0014741539532412051
SUMO1,0.0029400922429022253,0.0,0.0,0.0,0.0,0.0014700461214511126
U2AF1,0.0029365986694852167,0.0,0.0,0.0,0.0,0.0014682993347426084
DDX6,0.002930615811366303,0.0,0.0,0.0,0.0,0.0014653079056831514
PRDX1,0.0029283330525367982,0.0,0.0,0.0,0.0,0.0014641665262683991
MRPL23,0.002926154056817715,0.0,0.0,0.0,0.0,0.0014630770284088574
NDUFS5,0.002915111967256063,0.0,0.0,0.0,0.0,0.0014575559836280316
MRPL34,0.0029135041358368968,0.0,0.0,0.0,0.0,0.0014567520679184484
LAT,0.0029121934820029766,0.0,0.0,0.0,0.0,0.0014560967410014883
NRROS,0.002910800485185733,0.0,0.0,0.0,0.0,0.0014554002425928665
SEPT6,0.002908016728555594,0.0,0.0,0.0,0.0,0.001454008364277797
COX6A1P2,0.002906586903700296,0.0,0.0,0.0,0.0,0.001453293451850148
AP2M1,0.002905548365533062,0.0,0.0,0.0,0.0,0.001452774182766531
IRF1,0.002901569642808326,0.0,0.0,0.0,0.0,0.001450784821404163
ATPIF1,0.0028999760717789316,0.0,0.0,0.0,0.0,0.0014499880358894658
PKN2,0.0028915251469544805,0.0,0.0,0.0,0.0,0.0014457625734772403
MATR3,0.0028896428766676877,0.0,0.0,0.0,0.0,0.0014448214383338438
