gene,grad_abs
PDE1B,0.11231144
ZMAT4,0.11230658
NLRX1,0.11229167
RPL34,0.1122804
DDX24,0.11226934
GTF2I,0.11225429
GPAA1,0.112248644
SYT17,0.11224602
FSCN3,0.1122304
PTPRA,0.11219283
TYW1,0.112188734
ZNF282,0.11218491
VPS18,0.11217903
TMCC1-AS1,0.11216722
SLC35B2,0.11216184
ZDHHC8,0.11215509
AP4S1,0.11215429
KIAA1958,0.11214649
NAA60-1,0.11213649
DMXL2,0.11213489
C11orf58,0.11213386
OXT,0.11213231
PNP,0.11212109
HSPA6,0.112108104
ASAH2,0.1121027
TNPO1,0.11210003
EIF2S3,0.11209256
TYW3,0.11208726
GBP1,0.11207652
C5orf63,0.112072766
VAMP1,0.11206675
RP11-73O6.3,0.1120665
CAMK1,0.112064384
SPRTN,0.112060614
MYOF,0.112055704
C1orf172,0.11204747
SON,0.11203077
S100A6,0.11197148
NPEPPS,0.11193924
RP11-126K1.2,0.11193664
AC024592.12,0.1119278
COG8,0.11192125
GLTSCR2,0.11191285
PHF2,0.11190708
CTB-12A17.3,0.11189592
C3orf58,0.11189136
CTC-459I6.1,0.11189009
PTPDC1,0.11188549
UBE2D4,0.11185857
IFIT1,0.11185782
FAM195A,0.111848526
JADE1,0.11180656
ZFP36L2,0.11180614
BOD1L1,0.1118029
NAT1,0.11180162
FUK,0.11179391
AC007383.3,0.11178002
FRY-AS1,0.11175769
VANGL1,0.11175719
ARAP1,0.11174999
UBE3B,0.11174934
SDCBP2-AS1,0.111739755
AGO2,0.11171824
SMCO4,0.11170126
C1orf35,0.11169953
NCSTN,0.11169114
ACRC,0.11168649
CACTIN,0.11168617
C1orf159,0.11168424
TACO1,0.111677594
FGGY,0.1116768
CASP10,0.11166229
RP5-887A10.1,0.111651815
HDGFRP3,0.11165128
EIF4E2,0.11164298
ZNF252P-AS1,0.111627154
USP39,0.11162195
IK,0.11160987
RP3-428L16.2,0.11153018
CC2D1B,0.11152099
PPIB,0.11150336
ZIK1,0.111477874
HOMER2,0.111468814
RBX1,0.11145517
TMEM209,0.111452155
SLC25A3,0.11144344
GSE1,0.11143965
MECR,0.111437134
LYL1,0.11143698
APEH,0.11142399
MIS18BP1,0.11140212
CCDC59,0.11139295
TAGAP,0.11138107
MYO19,0.1113809
SYTL1,0.111377776
TXNRD3,0.11136752
GZF1,0.11135928
ADHFE1,0.11133955
PTOV1-AS1,0.11131739
GNE,0.11131528
ARMC7,0.11131079
RP11-580I16.2,0.111307755
ZNF133,0.111306064
RHOQ,0.111303784
KTI12,0.111274146
TAMM41,0.11126665
ERCC6L2,0.1112591
RP11-264L1.4,0.11125137
PRKCH,0.11124081
RP11-386G11.10,0.111239046
TBC1D4,0.111231685
COASY,0.11121175
TMEM185A,0.11120439
CTD-2227I18.1,0.11119685
GEN1,0.11119391
ZNF671,0.11118572
EXD2,0.11118026
RP1-187B23.1,0.11117192
PLGRKT,0.11116179
RTEL1-TNFRSF6B,0.111161165
LYPLAL1,0.11116043
GSTK1,0.11115309
MON1A,0.111151494
NCAM1,0.11114344
RP11-293A21.1,0.11113777
YKT6,0.11111867
DNAJC4,0.11109007
KLF6,0.11107797
RP11-403I13.8,0.11107021
TMEM187,0.11106932
MBNL2,0.111057654
MBTPS2,0.11103319
CTD-2020K17.1,0.111024365
RP1-244F24.1,0.11102114
WRB,0.111017406
TRIM34,0.110998996
ZMYND19,0.11098891
POLDIP2,0.11097152
RP11-386I14.4,0.11097059
ARSB,0.1109643
BCORL1,0.11095508
USP38,0.11094108
LRRC69,0.11092596
MT1E,0.11090344
RP11-996F15.2,0.11089413
RP11-758P17.3,0.11089003
MANSC1,0.110873364
ZNF555,0.11086185
KPNB1,0.11085859
ZNF219,0.11082421
MTF2,0.11079379
RP11-131L23.1,0.11078667
CTA-211A9.5,0.11078556
WTAP,0.11077986
AP5S1,0.11077741
METTL25,0.11076684
DBI,0.1107593
LMAN1,0.11074857
FAM213B,0.11074727
AHSA2,0.11071051
JMJD7-PLA2G4B,0.11070889
OCRL,0.11070764
FAM110B,0.11069346
ADAT1,0.11067939
CMTM6,0.11065034
CDKN2B,0.11064848
MAPK8,0.11064119
HMG20B,0.11063738
RNF13,0.11061574
DEGS2,0.11060326
NUMA1,0.1105972
PLAC8,0.11058733
TRIM68,0.11058202
GFER,0.110572204
GAS2,0.11056211
STK24,0.11053134
COQ9,0.11052564
PAIP2,0.11050785
DOCK9-AS2,0.110493444
SUMO2,0.110492125
MSL2,0.11049064
PIGL,0.110489994
ATP8A1,0.11048792
AK4,0.11047014
QRSL1,0.11045406
BTD,0.11044007
ABI2,0.110428065
EEFSEC,0.1104254
NDUFS1,0.110423945
HDAC10,0.1104233
FAM96B,0.110392086
ZCCHC11,0.110390104
C5orf45,0.11038011
THAP5,0.11037527
CTB-55O6.4,0.110367246
RP11-353N4.4,0.110319406
DNAJC2,0.11030879
ZNF302,0.11030073
TPX2,0.110299066
RP11-404F10.2,0.110285096
YY2,0.11028114
CTB-113P19.5,0.110280335
CTD-2256P15.2,0.1102787
NUP188,0.11026766
FBRS,0.11026515
RLF,0.11026366
SRF,0.11026267
HEXIM2,0.11024901
FTO,0.11024236
TPCN1,0.110238865
MSH6,0.110233255
HSD17B10,0.11020734
LPXN,0.11020589
DENND5A,0.11020477
C11orf57,0.110202536
ATG14,0.11019581
LTN1,0.11019362
TCERG1,0.1101388
HEATR5A,0.11012381
HIP1R,0.11011851
CRYZ,0.11011478
NINJ1,0.11007828
TRIAP1,0.11006992
JUND,0.11006769
SLC19A1,0.1100499
TBC1D13,0.11000732
NDC1,0.11000061
SIT1,0.109995976
TTC31,0.10998847
LRRFIP2,0.10998406
STRN,0.10995837
GIMAP2,0.10993889
ZFP28,0.10989109
KLHL12,0.10989106
AD000090.2,0.10987672
GPX4,0.10986496
LCMT1,0.10986228
RP11-486G15.2,0.109844744
SESN3,0.10983689
PDE4B,0.10983399
RP11-102N12.3,0.10982959
HDAC6,0.109826475
FAM171A1,0.1097916
RP11-598F7.3,0.10979057
GADD45G,0.109770305
ZNF70,0.109757274
RP11-325F22.2,0.10975361
RHOD,0.10973559
CAV1,0.10973559
TTC39C,0.10972336
IMPA2,0.10972025
MED31,0.109718345
DHRS4L2,0.10971119
RALGAPA2,0.10970918
EEF1E1,0.10969539
MYB,0.109686926
CEP152,0.10967286
SPSB3,0.10966709
MRPL14,0.109658316
SLC22A18,0.109644376
PTCH1,0.10963859
FBLN7,0.109638356
RAB27A,0.10962115
ECHDC2,0.10961215
YBEY,0.10960665
C5orf27,0.1095906
KMT2A,0.10958165
LY6G6F,0.10954455
RNPS1,0.10954214
HIST1H2BH,0.10954153
CUL7,0.109541476
NUP98,0.10954014
TOR1B,0.10953709
BAIAP2,0.10952864
GPR146,0.109506994
PSMB1,0.10946548
SLC15A3,0.10943801
RP11-20B24.5,0.10941429
CXCL10,0.109411225
SRI,0.10940697
WDR24,0.109402925
ARHGDIB,0.109401256
SERPINB9,0.10939025
PIK3R6,0.10938279
CA6,0.10937399
DCHS1,0.109368734
PTAFR,0.10936431
PRKAA1,0.10934944
GSTM1,0.10934873
MOB4,0.10934323
AES,0.10932397
PRR4,0.10930755
SUPV3L1,0.10930029
ENTPD5,0.10929588
FAM115A,0.10929077
ZNF397,0.10928747
POMGNT1,0.10927669
CHMP4A,0.10925678
CTD-2287O16.5,0.10924183
NUP85,0.109234214
RP11-841O20.2,0.10923215
BCL11A,0.109208666
PGGT1B,0.10919675
WDR11,0.109194785
PFKP,0.10919278
ABAT,0.1091866
CLEC2B,0.10914694
SAMD9L,0.109142
DHX38,0.10913539
TCEAL8,0.109118626
RNF144A,0.10911096
AP006621.5,0.10910137
BCL7B,0.109097384
METAP1D,0.10907694
ABHD17A,0.10907598
LARP4,0.10907049
BTLA,0.10904309
CD84,0.10902588
ZBTB3,0.109003946
CHORDC1,0.109001026
ACBD6,0.10899173
ZMYND15,0.10898544
ADSS,0.1089777
MPST,0.10897315
RAB22A,0.10896701
WDR86,0.10896154
FAM76B,0.108957574
PARP6,0.10895622
ZFP69B,0.10895568
MTHFR,0.10895317
SMYD4,0.10894608
LAIR2,0.10894011
SSR2,0.10890783
CA11,0.1089015
FAM135A,0.108882986
FAM149B1,0.10888232
CTU2,0.10886682
USP30,0.108864844
TTC30B,0.108862534
SCO1,0.10885935
LBH,0.10885467
DOK4,0.10881798
RTKN,0.108816266
AC002467.7,0.10880808
TMEM184C,0.10876657
RP11-145M9.4,0.10875636
NUDT13,0.10875179
PPA2,0.108734086
IFRD2,0.10873154
RP11-356I2.4,0.108721785
EBPL,0.10871827
GRK5,0.10871048
LATS1,0.10870184
ROPN1L,0.10869256
ERLIN1,0.10867483
FCRL2,0.10867186
TRIM13,0.108669065
SMYD2,0.10866021
ZW10,0.10863699
SERTAD2,0.10862879
COX6C,0.108621046
ERBB2IP,0.10861326
TMEM237,0.108597696
CABP7,0.10858755
RP11-16N11.2,0.10856958
SMARCC2,0.10856918
MFAP1,0.10851236
AEBP1,0.10848504
EMG1,0.10848463
SEPT9,0.10848213
EXOC1,0.10845684
DAP3,0.10845064
MARVELD1,0.10844372
RP11-166P13.4,0.108435765
PITPNM1,0.1084355
RP11-421L21.3,0.10842458
IAH1,0.10839145
INPP5A,0.10838921
CXXC5,0.10838185
ZNF738,0.10837965
ZNF670,0.10837836
SLTM,0.10837782
SNX24,0.108372174
RP3-395M20.9,0.1083557
GNL3L,0.10835565
RBM26,0.10835506
PAFAH1B3,0.10831974
ARGLU1,0.108316526
TRMT112,0.108302146
AC109826.1,0.108286075
UGGT1,0.108281285
ITPK1,0.10827542
CTA-407F11.8,0.10826876
SSH2,0.10825631
SERINC2,0.10823745
CNTD1,0.10823669
GSTM2,0.10821597
RP11-440L14.1,0.10821342
MED13,0.108213
ICOSLG,0.108207986
PIM3,0.10820599
C16orf80,0.10820243
ELAC2,0.10818882
GNB1L,0.108177856
TMEM154,0.10817478
MMAA,0.10814253
AMBRA1,0.10813974
NAB2,0.10813605
LIPA,0.108135365
PUS7L,0.10812164
ARMC1,0.10811709
DLGAP4,0.10809877
BFAR,0.10807247
GID8,0.108053416
KIAA1598,0.10803858
ACY1,0.10803054
FAM69A,0.10801873
ACTR3C,0.10800087
TMBIM4-1,0.10799939
ZNF205,0.107986964
APPL1,0.10795579
ATXN1L,0.10794843
CTBP2,0.107932106
RP11-288H12.4,0.10792999
MSH3,0.10792953
SDCCAG8,0.10792643
TPTEP1,0.10792367
LRR1,0.10791503
TRAF2,0.10790705
ZBTB20-AS1,0.10787365
CISD1,0.107867725
CYB561D2,0.1078555
SLC35D1,0.10784771
ANKRD46,0.10783237
EHMT1,0.10782952
RBM15B,0.10781619
FANCM,0.107806586
WDR66,0.10779532
PLEK2,0.107792094
GIMAP7,0.1077917
THG1L,0.107776284
TK1,0.10776923
ICT1,0.10775535
HDDC3,0.10774597
OLA1,0.10773301
TTBK2,0.10772918
CTSA,0.107727565
GON4L,0.1077122
COPB2,0.10771211
THOC3,0.107712016
GTF2H5,0.10770374
ZNF410,0.10769791
LACTB2,0.10769528
SLC11A1,0.10768639
CCNE1,0.1076824
PRMT3,0.107681714
CLEC4E,0.10768084
RAB28,0.10767694
ITFG3,0.10767272
SFXN1,0.107650794
RP11-89F3.2,0.107650034
NOTCH1,0.107642435
RGL4,0.107642286
NCR3LG1,0.107604
CTSH,0.10759549
RP11-1100L3.8,0.10759092
LSM4,0.10758023
SLC3A2,0.107554086
FBXO6,0.107550584
FBXW4,0.10754258
CD86,0.10753885
ANP32E,0.10753131
NICN1,0.107512325
NME4,0.10751136
VPS33A,0.10750675
KLF5,0.107501745
XXbac-BPG252P9.10,0.10748422
NDUFB2,0.107475
PER2,0.1074602
BBS12,0.10745828
GCC2,0.107451566
IARS,0.1074458
CERS4,0.10744205
NDUFAF4,0.10743541
CHP1,0.10743104
TMPRSS13,0.10742921
BTBD7,0.10742564
NCBP2,0.10742491
HMGN1,0.10742481
DLG4,0.107415155
ZNF354B,0.10740798
NBR1,0.10739986
IKZF3,0.10739757
CLK1,0.10739607
METTL1,0.10738861
ZNF430,0.10737962
RBM4B,0.10736584
RWDD4,0.107364535
SLC35B4,0.10735887
CECR5-AS1,0.107355155
P2RX1,0.10732935
NAV1,0.10732761
NIPBL,0.10732557
CCBL2,0.10732311
RYR1,0.10731378
RASGRP1,0.10731336
ZNF14,0.1072948
GNB2L1,0.10724241
MIER1,0.10723991
S100A5,0.107238755
CLDN12,0.10723234
ZNF799,0.107221186
AVPI1,0.10721901
MLC1,0.10721093
NDUFV2,0.10718439
PLEK,0.10717262
ISG20,0.107168816
SCYL3,0.10715725
PTEN,0.10713961
USP34,0.10712761
WBSCR22,0.10712451
GLCCI1,0.10709899
DDAH2,0.107092164
RPL27,0.10708592
PRMT5,0.10708468
AC147651.4,0.107081555
BTN3A3,0.10708043
CKLF,0.10707701
AMDHD2,0.107074566
IBA57,0.10706766
USP15,0.10706672
ZNF492,0.10706215
AGK,0.107052036
RUFY2,0.10701007
SEPP1,0.10700933
CDKL1,0.107001975
MAP2K7,0.10699921
TGOLN2,0.10699283
QPCT,0.10699047
KLHL24,0.106983885
METTL15,0.10698202
ZNF586,0.10697868
MRPS22,0.10697351
MPC2,0.10696152
RP11-661A12.7,0.10695991
NEAT1,0.10695943
ANKRD37,0.10695341
C19orf48,0.10695081
ARHGAP10,0.10694966
LINC00662,0.106947765
ARL13B,0.10693241
IDE,0.106908016
ALG14,0.106892236
TBC1D5,0.10687797
ZRANB1,0.10686392
CHI3L2,0.10685663
PDZD8,0.10684453
RFX3,0.10684438
IFI27L2,0.10683873
ERCC5,0.10681869
TROVE2,0.10681651
UBQLN2,0.10680612
SEC63,0.10680547
LMOD3,0.10679439
MAP2K5,0.10679323
HSPA14,0.106791966
LEPREL4,0.10678672
HPS6,0.10677675
NBAS,0.106758796
PARP14,0.10672737
CCL3,0.1067181
C17orf80,0.1067155
CIAPIN1,0.10669177
SORD,0.1066782
RP11-223C24.1,0.10667589
AGO4,0.10665629
C22orf26,0.10665597
MLYCD,0.10664801
SMUG1,0.10664607
KPNA1,0.10664103
WDR44,0.10664092
FAM162A,0.10662574
CLN6,0.10662432
KHK,0.10662059
MT-ND2,0.10661953
DGKG,0.10660461
CCDC86,0.10659929
ABHD16A,0.10656473
ZSCAN21,0.10656049
FOXO1,0.10655851
RP4-539M6.22,0.10655281
DCAF10,0.106548384
C15orf38,0.10654462
COX20,0.10653998
PGF,0.106531605
CHAF1B,0.10653056
CETP,0.10651527
DUSP4,0.106507935
C15orf48,0.10649327
HAUS5,0.10648381
PAIP2B,0.106469825
REXO1,0.106457636
NUP205,0.10645253
ERAL1,0.10641241
LRP6,0.10640997
SMC1A,0.1064081
XXYLT1,0.10639801
ZHX2,0.10639577
RANBP3,0.106386855
MZF1,0.10638163
RP11-539L10.2,0.106374264
RGPD2,0.10635836
RP4-813F11.4,0.106355414
RFK,0.10633603
ZXDC,0.10632464
MED16,0.1062808
PDRG1,0.1062707
CTNNBIP1,0.1062563
PHKG2,0.106251106
RP11-819C21.1,0.10624445
AP1S1,0.10623833
MSMO1,0.10623143
DDX31,0.10622424
BTBD9,0.10620728
RPA2,0.1061902
DNAJC13,0.1061865
BIK,0.106181405
DDB1,0.10617912
TMED4,0.10617194
ERV3-1,0.10616386
PPP6R1,0.10615409
RP11-474G23.3,0.10614993
AGPAT1,0.10614368
CDC42BPB,0.10613911
RBM41,0.10612428
HM13,0.1060875
ARHGAP11B,0.10605489
PSMD12,0.1060498
COX15,0.10604933
LRP12,0.10604493
OARD1,0.10602087
HLA-DOA,0.10599763
AK1,0.10598871
A2M-AS1,0.10598821
HOXA9,0.10596558
RP11-66N24.3,0.105955556
SNORD3D,0.1059345
MAMDC4,0.10592969
ZNF582-AS1,0.105928116
SMARCC1,0.105923265
LYNX1,0.105904266
DERL2,0.105883956
ZFP3,0.10587264
RAB6A,0.10586601
SOX12,0.10585084
POLR2J,0.10584159
ZNF446,0.10583347
DCK,0.105832666
FAM177B,0.10582931
GNB1,0.10582862
NFKBIB,0.10582164
LRRC3,0.10579855
DPY19L2,0.105798446
EPB41L3,0.105797365
DYNC1I2,0.105795816
SUSD4,0.10579041
PODXL2,0.10578938
B3GNT4,0.10576967
RP11-351I24.1,0.105765544
CPNE5,0.10576227
APP,0.1057606
SLC17A5,0.10573571
LRFN1,0.105729274
GOSR2,0.10572794
DGKE,0.10572749
HIRIP3,0.105702005
RQCD1,0.10570017
TTC26,0.10569505
NUP62,0.10569142
ZNF384,0.10566985
AP4B1,0.10566576
RNF115,0.10566176
LRRC23,0.105653375
MYOM2,0.1056354
TRAF3IP2,0.10563368
DOHH,0.10563123
CCDC88B,0.1056299
C6orf57,0.10562955
CSNK1G3,0.10562864
PDXK,0.105622634
DOCK7,0.10560767
DNAJC5,0.10560081
HNRNPK,0.105599165
CDC5L,0.10559638
ZNF442,0.10559407
SLC25A20,0.10559014
ZNF771,0.105586074
NBPF20,0.10557816
DYNLL2,0.10557537
GSPT1,0.10556929
KIAA0907,0.10556118
FMN1,0.10555764
RP13-1032I1.7,0.105554886
FAM8A1,0.105537005
ACLY,0.105529904
RP11-466F5.8,0.10551175
ABHD8,0.1055103
KIAA1430,0.10550588
LGALSL,0.105504185
SGMS1,0.105501525
RHOH,0.10549925
PEBP1,0.10549703
IDH3B,0.105488464
FRG1B,0.10546288
CATSPERG,0.105457544
GPR68,0.1054511
ZNF814,0.1054462
HPS3,0.105432525
FAM3D,0.10542099
ZNF764,0.10541863
CTB-47B11.3,0.105411135
PFAS,0.10540515
INTS9,0.10539303
SPSB1,0.10539145
OXCT1,0.10538328
PSME1,0.10538205
STX16-NPEPL1,0.10538203
DHX15,0.105378464
AC004158.2,0.10535924
DRG1,0.10534915
BRK1,0.10534722
SNX4,0.10532726
INO80B,0.10531391
YDJC,0.10530276
WDR83,0.10527684
ELK4,0.10526795
FBXL22,0.105264604
AC006116.20,0.105263405
PYHIN1,0.10526273
RITA1,0.1052473
CANT1,0.105244115
MRPL48,0.1052412
C10orf2,0.10523463
RABGGTA,0.1052265
WBP11,0.10522493
SPINT2,0.10522346
USP12-AS2,0.10522312
PDDC1,0.105221204
SYT5,0.10521179
TOX,0.10520682
ZDHHC4,0.105186045
PIWIL1,0.10516853
RASSF1,0.10516719
RP11-176H8.1,0.10516611
HERC2,0.10514268
PITPNM2,0.10514012
ZFYVE27,0.105135426
CRTAM,0.10512294
MAP7D1,0.105118416
POLR1E,0.10505243
VPS35,0.105046384
IMPAD1,0.1050341
CRNKL1,0.10503293
SPAST,0.10503248
PPM1F,0.10502522
ORC1,0.105022006
SAFB,0.10502017
HK1,0.10501105
PLEKHF2,0.105009906
AC104532.4,0.105003856
NAPB,0.10499782
SLC10A7,0.10499461
TOR1AIP1,0.10498525
MAGOH,0.104968056
MUT,0.10494949
CTDSPL2,0.10494878
POLR3C,0.10494272
RP11-849F2.7,0.10494048
WDR5,0.10493677
ATP6V1B2,0.10493383
HRASLS2,0.10492952
TRAPPC2,0.104925126
TNFRSF8,0.10491582
NDUFC1,0.10490123
GPX1,0.10489372
FCHSD2,0.1048921
CNKSR2,0.1048863
RTKN2,0.10485689
NUP35,0.10484851
KLHDC7B,0.10484372
ADRB2,0.104820505
ANAPC16,0.1048192
PKP4,0.10481576
LRRC37B,0.10480197
MCL1,0.10478897
RP11-423O2.5,0.104785524
LINC00630,0.10478528
FITM1,0.10476602
RP5-882C2.2,0.10476067
SYS1,0.1047561
NEURL4,0.10475471
EPHB3,0.104748495
RPS27L,0.104743496
LIG3,0.104743086
SNHG8,0.10474214
CANX,0.104731366
TMEM38B,0.104731314
CEBPG,0.10472239
SLC25A11,0.104709074
SMARCD3,0.10470626
SPATA33,0.10470212
ENHO,0.10470076
RPS6KL1,0.10469854
WNK1,0.10469673
MAP3K11,0.10469312
EFTUD2,0.10469277
ELMO1,0.10468008
ZC3H7A,0.10466303
LAGE3,0.10466228
ZNF90,0.10465728
XXbac-BPG252P9.9,0.1046488
DHX58,0.104631245
SYNJ2BP,0.10462437
PCED1A,0.10462279
RP11-265P11.2,0.10460525
HYI,0.104600824
ERP29,0.10459287
RPL12,0.104589336
HINFP,0.104569554
RBMX,0.10456413
SMN1,0.104563124
GLIPR1L2,0.1045604
MTSS1,0.10455075
LRRC34,0.10455037
CYBA,0.10454831
RPAP3,0.10454397
TCF4,0.104540125
CTD-2006K23.2,0.104537755
TCEAL2,0.104531206
IL2RG,0.10451977
PRIM2,0.104513854
KIAA1468,0.10451044
CRLS1,0.10450821
TMEM177,0.104504384
RPS5,0.10450328
FGFR1,0.10448766
MLKL,0.10448027
CTB-133G6.2,0.10447946
DOK3,0.104471795
FAM133B,0.1044687
CXorf57,0.10446723
AGTPBP1,0.1044585
AL592284.1,0.10444167
ERH,0.10443803
PDCD11,0.104434885
PIAS3,0.10443137
DDB2,0.104424134
TPRN,0.10442391
TIPIN,0.104419634
HOTAIRM1,0.104415014
CCDC122,0.104401395
ABCA3,0.10439387
TMC4,0.10439316
PDE7A,0.10439111
SLC48A1,0.104387976
RNF25,0.10437936
CDPF1,0.10437518
ARV1,0.104370445
SLC37A1,0.1043576
LINC00694,0.10435462
MYLPF,0.10434952
ZG16B,0.104348384
MOGS,0.10434385
TMEM39A,0.10433597
IL17RE,0.10433213
PLEKHA2,0.104308575
RAB1A,0.10429861
CCDC107,0.10429211
PDK2,0.10425348
RP11-1017G21.5,0.10424596
RCCD1,0.104240544
C9orf139,0.10422256
BRICD5,0.10421469
GIPR,0.10421221
LSS,0.10420857
RYBP,0.10419451
ANKIB1,0.10418804
REST,0.10418673
TMEM199,0.104184866
EDEM3,0.104164295
RHOT1,0.10416122
MYO5A,0.10415908
RANBP10,0.10415006
RP11-179B2.2,0.104149796
CETN3,0.10414288
DHX40,0.10413796
DOCK9,0.104133874
SRC,0.10413384
RP11-544A12.4,0.1041194
TMUB1,0.10411087
ZFYVE28,0.10409842
HCG25,0.104096994
GCN1L1,0.104088515
IGLL5,0.10408157
LINC00925,0.104072094
ARHGAP31,0.10405875
RP11-89K11.1,0.10404842
TYK2,0.10403833
TMEM128,0.10403121
RAP1A,0.10402712
RGP1,0.10402466
TFDP1,0.104017295
MED13L,0.10400081
SET,0.10400038
SMIM15,0.10399796
VHL,0.10398254
GTF3C3,0.103980005
RP11-175O19.4,0.10397746
AIG1,0.10397082
HIAT1,0.10395609
MAPK13,0.10391155
FBXO3,0.10390936
ZSCAN22,0.103882976
RPA3,0.10388176
ZFP62,0.10387467
ADIPOR1,0.10386527
TM2D1,0.10386285
RP13-317D12.3,0.10385844
DCUN1D3,0.103850454
SPRED1,0.10383912
IPCEF1,0.10383254
EEF1D,0.10383192
IL21R,0.10383141
SFPQ,0.103826076
NCOA2,0.10382237
KIAA1033,0.103796825
RP11-677M14.2,0.10377576
FAXDC2,0.10375126
BABAM1,0.10374844
SP110,0.1037451
SLC6A12,0.10371928
MAP10,0.10371876
ZNF273,0.10371717
DUSP19,0.1037153
ABHD14A,0.103695564
RP11-70C1.1,0.1036663
TANK,0.10366591
PLEKHB2,0.103664935
CMKLR1,0.10366411
TNKS2,0.10365964
RP11-111J6.2,0.10364057
RP11-467D6.1,0.10363209
RP11-861A13.4,0.103629924
FPGT,0.10362811
CAPN8,0.10362762
MAP1S,0.103624426
WAC-AS1,0.103617
DNMT1,0.103607014
ZBED5,0.10360211
BLVRB,0.103596136
METTL2B,0.103588544
SEMA4A,0.10357949
HELLS,0.10357553
AC137934.1,0.103572346
DKC1,0.103564076
PPIG,0.103563786
WWC2,0.10354601
RNASEH2B,0.103540875
AC021860.1,0.103540644
RP11-400F19.6,0.10353106
PHYHD1,0.10352846
FAM175B,0.103527494
FTX,0.10352034
RNF31,0.10351855
NACC2,0.10351363
PITHD1,0.10349747
UBL5,0.10345751
PNISR,0.10345732
C16orf52,0.10343547
CTB-61M7.2,0.103398286
NSMCE1,0.103378035
AC104820.2,0.10336965
SCARB1,0.10336669
CTSC,0.10332723
IFT43,0.1033234
CDR2,0.10329056
NPIPB3,0.10328956
DIS3L2,0.103279285
RP11-214N9.1,0.10326203
RP11-90D4.3,0.103253864
FIS1,0.103253484
GEMIN6,0.1032501
EWSR1,0.103237584
RLIM,0.103198245
CCHCR1,0.103195466
SUZ12,0.10319411
RP11-849F2.8,0.10317619
BRD1,0.103174455
LNX1,0.10315422
TM2D3,0.103150286
GNMT,0.10314413
RP11-109G23.3,0.10310347
ZNF518B,0.103087254
DCBLD1,0.10307326
AAMP,0.103063755
CDCA7,0.103060156
CEP57L1,0.1030398
HIST1H1B,0.103029534
ZNF689,0.1030223
FANCL,0.10302085
COX11,0.10301678
PCSK7,0.103014365
MRPL28,0.103009306
MICU3,0.10300846
RELA,0.10299218
NMNAT3,0.10297634
VCAN,0.10295181
ZNF639,0.10294691
ZBED6CL,0.10294513
QDPR,0.10294138
GP6,0.10293012
KRTAP5-AS1,0.10292599
PINK1-AS,0.10292495
RP11-752G15.6,0.102924496
ATXN1,0.10291958
ZBTB17,0.10289351
FIGNL1,0.10289207
SYAP1,0.10289029
C2orf68,0.102889284
CDK17,0.10287655
EZH1,0.10287498
WNT5B,0.10287262
SS18L1,0.10286096
TSPAN7,0.1028608
C19orf40,0.10285306
YY1AP1,0.10284662
RP11-89K10.1,0.10284551
SLC25A15,0.10283665
CAMK1D,0.10282066
CALCOCO1,0.10280336
RP11-417F21.1,0.102795996
IDH1,0.10279522
TRNAU1AP,0.10279207
RP11-154H23.3,0.10279019
SNHG9,0.102766365
HP1BP3,0.10274718
PTGS2,0.10274659
U2AF2,0.10273465
TUBB4B,0.1027124
ITK,0.10270981
FAM220A,0.10270084
SH3RF1,0.10269947
ZNHIT6,0.10269583
CCDC18,0.102688804
MTHFD1L,0.10268542
NUDT1,0.10267271
FAM102A,0.102666736
SNX5,0.102663994
HIST1H2AE,0.10265927
LRPAP1,0.10265708
VRK1,0.102653734
ZNF121,0.1026493
HIPK2,0.10264835
MEF2BNB-MEF2B,0.10264075
LRIG1,0.10263861
ZBTB7B,0.10263781
ZNF197,0.102631785
SCGB1B2P,0.10262848
PTMS,0.102617264
DTNBP1,0.10261136
EIF3D,0.10261096
LINC01024,0.102608696
CTD-2545M3.2,0.102607846
CSRP1,0.10260766
RP3-462E2.5,0.102602
C16orf72,0.102601804
NCK2,0.10259506
OAS1,0.10258627
PPP3R1,0.10257707
NFYC,0.10257691
HIST1H2BD,0.10257539
C19orf54,0.10256697
ARFGEF2,0.10255997
HSPD1,0.102556095
C18orf32,0.10255349
SP3,0.10254801
ATP11A,0.10254056
CTD-2576D5.4,0.10253943
CHCHD5,0.102528214
FBXL20,0.10251885
TTC14,0.10250663
GORASP1,0.10249601
ETHE1,0.10249193
KIF19,0.102482185
RP11-339B21.11,0.10247506
TRIM59,0.102444164
CASC4,0.10243691
CREBL2,0.10242125
C20orf27,0.10241378
KIAA1467,0.102409944
HEG1,0.10240371
CCNT2,0.10240195
PPARD,0.102394566
SUSD3,0.10238787
ATMIN,0.10238749
ZNF623,0.102383085
C12orf29,0.102381706
FCF1,0.10237313
ZNF335,0.102372825
SCGB3A1,0.10236567
CCT6B,0.10235946
UQCR11-1,0.10234058
DPH6,0.10233217
MBOAT2,0.10232985
KIAA2013,0.1023222
NPHP4,0.10232199
RILPL1,0.102315284
TTYH3,0.102300696
EOMES,0.10228433
DMPK,0.10228389
MXD4,0.10228004
CCS,0.10227666
ZNF619,0.10225982
DCUN1D5,0.102259606
REPIN1,0.102246664
RP13-516M14.1,0.10224192
RP1-90J20.12,0.10223709
AC009299.3,0.102228686
ASAP1,0.10222845
LINC00968,0.10221504
ZNF239,0.10221054
GPATCH2,0.10220413
WHAMM,0.10219589
FERMT3,0.10219557
EBI3,0.10219077
